BBL,EUI_2013,floorArea_2013,EUI_2014,floorArea_2014,EUI_2015,floorArea_2015,EUI_2016,floorArea_2016,TYPE_2016,Borough,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,NumFloors,UnitsRes,UnitsTotal,YearBuilt,XCoord,YCoord,ZipCode,Address,Longitude,Latitude
4007440040,36.1,69250.0,47.8,100749.0,51.6,100749.0,53.7,100749.0,Office,QN,34055,100749,100749,0,89000,0,4.0,0,5,1930,1010532.0,217803.0,11103.0,48-02 25 AVENUE,-73.9051234799,40.7644562425
3053740021,107.8,122823.0,126.8,111861.0,112.2,111861.0,125.0,111861.0,Multifamily Housing,BK,33000,111861,0,111861,0,0,12.0,133,133,1961,991413.0,172412.0,11218.0,370 OCEAN PARKWAY,-73.974190249,40.6399047834
3053740021,107.8,122823.0,110.8,111861.0,112.2,111861.0,125.0,111861.0,Multifamily Housing,BK,33000,111861,0,111861,0,0,12.0,133,133,1961,991413.0,172412.0,11218.0,370 OCEAN PARKWAY,-73.974190249,40.6399047834
1022480032,108.2,55080.0,117.2,52143.0,125.0,52143.0,120.3,52143.0,Multifamily Housing,MN,16700,52143,0,52143,0,0,6.0,55,55,1930,1004901.0,255661.0,10034.0,80 SEAMAN AVENUE,-73.9253345678,40.8683807348
4008460048,99.1,88096.0,112.3,87396.0,118.7,87396.0,91.7,87396.0,Multifamily Housing,QN,24051,87396,0,87396,0,0,6.0,116,116,1929,1009268.0,222559.0,11105.0,21-38 31 STREET,-73.9096687397,40.7775138826
4008720068,94.0,66100.0,109.4,66100.0,139.5,66100.0,150.9,66100.0,Multifamily Housing,QN,20033,66100,0,66100,0,0,6.0,83,83,1965,1005698.0,220698.0,11102.0,25-34 CRESCENT STREET,-73.9225646955,40.7724153115
2025270001,73.3,96782.0,78.1,96782.0,82.1,96782.0,78.1,96782.0,Multifamily Housing,BX,21920,96782,0,96782,0,0,8.0,89,89,2004,1003347.0,243063.0,10452.0,1001 UNIVERSITY AVENUE,-73.930989068,40.8338064689
4008840065,111.0,159572.0,108.3,159582.0,107.7,159582.0,94.7,159582.0,Senior Care Community,QN,36562,159582,159582,0,0,0,9.0,0,1,2000,1005010.0,220789.0,11102.0,26-13 21 STREET,-73.9250483506,40.7726667252
2038950001,97.2,265626.0,104.9,265625.0,126.6,265625.0,155.2,265625.0,Multifamily Housing,BX,127136,265625,0,265625,0,0,17.0,238,238,1965,1019953.0,244346.0,10460.0,1500 NOBLE AVENUE,-73.8709731136,40.8372764094
4008960053,67.6,124710.0,78.0,124710.0,62.0,124710.0,65.2,124710.0,Multifamily Housing,QN,72936,124710,0,124710,0,0,3.0,168,168,1950,1007316.0,224682.0,11105.0,18-22 21 AVENUE,-73.916709437,40.7833462624
4008960053,67.6,124710.0,78.0,124710.0,62.0,124710.0,65.2,124710.0,Multifamily Housing,QN,72936,124710,0,124710,0,0,3.0,168,168,1950,1007316.0,224682.0,11105.0,18-22 21 AVENUE,-73.916709437,40.7833462624
3013150027,62.4,86823.0,69.6,75498.0,71.9,75498.0,71.8,75498.0,Multifamily Housing,BK,18000,75498,0,75498,0,0,6.0,77,77,1928,997590.0,181039.0,11225.0,320 EMPIRE BOULEVARD,-73.9519161977,40.6635768676
1001407502,88.6,66167.0,98.0,82151.0,115.6,82151.0,174.1,82151.0,Multifamily Housing,MN,9900,66167,8600,57567,0,8600,10.0,79,80,1988,981333.0,200343.0,10013.0,311 GREENWICH STREET,-74.0105226361,40.71657147
2033240123,50.9,86625.0,75.4,82500.0,74.9,82500.0,155.6,82500.0,Multifamily Housing,BX,17500,82500,0,82500,0,0,6.0,73,73,1928,1016768.0,260829.0,10467.0,3464 KNOX PLACE,-73.8824033861,40.882529549
4009070008,32.9,49654.0,50.0,105500.0,66.8,105500.0,21.9,105500.0,Non-Refrigerated Warehouse,QN,119349,105500,105500,0,7000,0,2.0,0,3,1931,1003158.0,222310.0,11102.0,4-05 26 AVENUE,-73.9317305061,40.7768456253
3038860010,88.9,104500.0,99.9,104465.0,102.8,104465.0,88.0,104465.0,Multifamily Housing,BK,42700,104465,0,104465,0,0,6.0,88,88,1940,1013945.0,187637.0,11207.0,224 HIGHLAND BOULEVARD,-73.8929358543,40.681647137
4015170033,88.6,122220.0,101.6,116400.0,101.6,116400.0,96.6,116400.0,Multifamily Housing,QN,30000,116400,0,116400,0,0,6.0,153,153,1961,1017180.0,210254.0,11373.0,83-45 VIETOR AVENUE,-73.8811615764,40.7437139107
3058720007,88.9,76690.0,120.2,76686.0,118.6,76686.0,121.5,76686.0,Multifamily Housing,BK,21625,76686,0,76686,0,0,6.0,102,102,1962,977104.0,170602.0,11209.0,315 OVINGTON AVENUE,-74.0257465796,40.6349367333
1012237503,126.0,218071.0,161.3,315834.0,140.7,315834.0,154.0,338376.0,Multifamily Housing,MN,40284,301776,83706,218070,16518,35674,29.0,279,281,1973,992657.0,227392.0,10025.0,100 WEST 93 STREET,-73.9696392015,40.7908105873
4105930002,44.8,304760.0,104.6,290112.0,56.0,290112.0,103.8,290112.0,Multifamily Housing,QN,432200,290112,0,290112,0,0,3.0,384,384,1951,1050663.0,203362.0,11427.0,86-09 GRAND CENTRL PARKWAY,-73.7603959585,40.7246090728
2037940013,114.1,144460.0,128.7,144460.0,108.5,144460.0,128.9,144460.0,Multifamily Housing,BX,66065,144460,0,144460,0,0,14.0,139,139,1967,1023072.0,242452.0,10472.0,1966 NEWBOLD AVENUE,-73.859712356,40.8320647724
4010087501,81.8,124374.0,87.6,620346.0,78.0,620346.0,69.3,620346.0,Multifamily Housing,QN,34475,76869,0,76868,0,0,2.0,105,105,1939,1013959.0,219028.0,11370.0,22-31 76 STREET,-73.8927468027,40.7678076959
4001960032,81.4,64890.0,95.0,64890.0,87.7,64890.0,85.8,64890.0,Multifamily Housing,QN,16000,64890,0,64890,0,0,6.0,59,59,1938,1005529.0,209260.0,11104.0,47-20 42 STREET,-73.9232110486,40.741021339
1009110064,74.4,73975.0,82.8,64245.0,82.7,64245.0,80.8,64245.0,Multifamily Housing,MN,8050,64245,3100,61145,0,3100,19.0,70,73,1980,989989.0,210148.0,10016.0,443 3 AVENUE,-73.9792890635,40.743482415
2033560140,79.8,65342.0,86.0,63790.0,82.4,63790.0,85.1,63790.0,Multifamily Housing,BX,15160,63790,4770,59020,0,0,7.0,55,55,1959,1019553.0,259908.0,10467.0,3539 DECATUR AVENUE,-73.8723367067,40.8799909921
4010160310,103.6,167505.0,110.8,163505.0,9.0,163505.0,121.7,163505.0,Other,QN,337590,163505,90800,72705,0,0,1.0,0,1,1959,1013036.0,218180.0,11103.0,72-02 ASTORIA BOULEVARD S,-73.8960825764,40.7654832108
4010160551,22.3,81966.0,20.3,122608.0,22.4,122608.0,25.4,122608.0,Distribution Center,QN,116065,122608,122608,0,12752,0,1.5,0,1,1953,1011300.0,218051.0,11377.0,24-01 BKLYN QUEENS EXPWY,-73.902350048,40.7651346215
1004320001,82.9,858068.0,94.3,780062.0,91.4,780062.0,90.2,780062.0,Multifamily Housing,MN,244775,780062,0,780062,0,0,21.0,877,877,1962,988254.0,203541.0,10009.0,66 1 AVENUE,-73.9855542734,40.7253487832
4010550038,53.5,99900.0,53.0,67072.0,58.8,67072.0,75.3,67072.0,Multifamily Housing,QN,54752,67072,2000,65072,0,0,3.0,93,94,1996,1014809.0,216693.0,11370.0,78-01 30 AVENUE,-73.8896888153,40.7613958313
4010780001,37.2,120000.0,49.3,118312.0,52.9,118312.0,43.5,118312.0,Distribution Center,QN,131897,118312,118312,0,14287,0,2.0,0,8,1955,1016070.0,218274.0,11370.0,83-15 24 AVENUE,-73.8851294073,40.7657308166
4010780001,37.2,120000.0,79.3,118312.0,52.9,118312.0,43.5,118312.0,Distribution Center,QN,131897,118312,118312,0,14287,0,2.0,0,8,1955,1016070.0,218274.0,11370.0,83-15 24 AVENUE,-73.8851294073,40.7657308166
4010780001,40.3,115500.0,49.3,118312.0,52.9,118312.0,43.5,118312.0,Distribution Center,QN,131897,118312,118312,0,14287,0,2.0,0,8,1955,1016070.0,218274.0,11370.0,83-15 24 AVENUE,-73.8851294073,40.7657308166
4010780001,40.3,115500.0,79.3,118312.0,52.9,118312.0,43.5,118312.0,Distribution Center,QN,131897,118312,118312,0,14287,0,2.0,0,8,1955,1016070.0,218274.0,11370.0,83-15 24 AVENUE,-73.8851294073,40.7657308166
3071580033,94.8,53650.0,104.3,67620.0,107.9,67620.0,110.8,67620.0,Multifamily Housing,BK,20250,67620,0,67620,0,0,6.0,74,74,1958,994190.0,155925.0,11223.0,2245 OCEAN PARKWAY,-73.9642084251,40.5946487115
4011137501,15.9,291454.0,24.0,289100.0,21.6,289100.0,20.6,289100.0,Non-Refrigerated Warehouse,QN,145489,291454,291454,0,0,0,1.0,0,2,1975,1010955.0,215601.0,11377.0,57-07 31 STREET,-73.9036052227,40.7584110542
4011310001,68.0,126448.0,70.8,108384.0,73.9,108384.0,70.5,108384.0,Multifamily Housing,QN,28127,108384,0,108384,0,0,6.0,113,113,1941,1009765.0,214594.0,11377.0,53-01 32 AVENUE,-73.9079044833,40.7556506118
2033430126,91.4,75820.0,105.7,75821.0,103.3,75821.0,102.7,75821.0,Multifamily Housing,BX,20125,75821,0,75821,0,0,6.0,73,73,1959,1018653.0,258870.0,10467.0,3320 RESERVOIR OVAL EAST,-73.875596628,40.8771455608
4011320044,58.6,67022.0,61.0,58280.0,67.2,58280.0,59.7,58280.0,Multifamily Housing,QN,15105,58280,0,58280,0,0,6.0,59,59,1941,1010017.0,214886.0,11377.0,31-21 54 STREET,-73.9069937796,40.7564513462
4011380030,95.9,56344.0,113.2,65810.0,115.5,65810.0,122.7,65810.0,Multifamily Housing,QN,18400,65810,0,65810,0,0,6.0,74,74,1964,1012121.0,215202.0,11377.0,31-16 68 STREET,-73.8993980689,40.7573123031
1015120040,127.2,153261.0,127.1,224000.0,143.6,224000.0,87.6,224000.0,Multifamily Housing,MN,17828,224000,17815,206185,0,17815,21.0,178,185,1963,996573.0,222542.0,10028.0,1482 3 AVENUE,-73.9555059701,40.7774940375
1018967501,88.7,69280.0,97.0,69280.0,119.2,69280.0,93.5,69280.0,Multifamily Housing,MN,7569,69280,5980,63300,0,5980,12.0,46,50,1911,993974.0,233399.0,10025.0,600 WEST 115 STREET,-73.9648743271,40.8072968122
1003907502,92.6,73359.0,110.4,73359.0,102.5,73359.0,127.9,73359.0,Multifamily Housing,MN,17843,73359,18519,54840,0,10992,7.0,70,72,2001,990078.0,203298.0,10009.0,223 EAST 7 STREET,-73.9789738134,40.7246807936
4011850001,110.5,40500.0,123.9,72460.0,131.3,72460.0,123.7,72460.0,Retail Store,QN,45720,72460,72460,0,16950,9000,2.0,0,3,1954,1012030.0,213829.0,11377.0,62-10 NORTHERN BOULEVARD,-73.899732211,40.7535440564
4011880055,49.9,149414.0,80.5,131412.0,67.6,131412.0,96.0,131412.0,Multifamily Housing,QN,44130,131412,0,131412,0,0,7.0,126,130,1962,1011559.0,213032.0,11377.0,60-11 BROADWAY,-73.901435451,40.7513579619
1022200005,51.3,98330.0,105.4,89391.0,116.2,89391.0,113.1,89391.0,Multifamily Housing,MN,23500,89391,5000,84391,0,5000,6.0,100,110,1930,1004973.0,253895.0,10034.0,97 SHERMAN AVENUE,-73.9250797069,40.863533434
4012220009,69.5,148066.0,79.7,130000.0,62.3,130000.0,72.8,130000.0,Multifamily Housing,QN,49000,130000,0,130000,0,0,6.0,145,145,1958,1012550.0,211536.0,11377.0,65-15 38 AVENUE,-73.8978649996,40.7472487056
4012260001,18.1,145379.0,18.9,145379.0,17.9,145379.0,17.3,145379.0,Multifamily Housing,QN,33483,145379,0,145379,0,0,6.0,147,147,1956,1009588.0,211413.0,11377.0,55-05 WOODSIDE AVENUE,-73.9085553442,40.7469200848
4012290055,114.1,61005.0,123.5,52290.0,117.5,52290.0,119.7,52290.0,Multifamily Housing,QN,14530,52290,0,52290,0,0,6.0,77,77,1927,1010541.0,211414.0,11377.0,39-30 59 STREET,-73.905115973,40.7469200476
4012300045,2.2,107000.0,2.3,86988.0,85.0,86988.0,86.4,86988.0,Multifamily Housing,QN,21114,86988,0,86988,0,0,6.0,105,105,1931,1010722.0,211134.0,11377.0,39-50 60 STREET,-73.9044638479,40.7461509783
4049940070,86.6,86321.0,94.9,78474.0,90.8,78474.0,89.4,78474.0,Multifamily Housing,QN,36575,78474,0,78474,0,0,6.0,103,103,1972,1032712.0,218424.0,11354.0,139-81 35 AVENUE,-73.8250506327,40.7660669633
4012380040,102.0,229077.0,104.8,208252.0,108.2,208252.0,111.4,208252.0,Multifamily Housing,QN,55769,208252,0,208252,0,0,10.0,224,224,1972,1009123.0,211220.0,11377.0,39-60 54 STREET,-73.9102342384,40.7463916687
4012450030,53.5,124026.0,60.0,106308.0,60.6,106308.0,71.2,106308.0,Multifamily Housing,QN,23000,106308,0,106308,0,0,6.0,96,96,1937,1013642.0,213661.0,11372.0,72-17 34 AVENUE,-73.893914676,40.7530777279
4051850054,22.4,89925.0,79.2,81923.0,37.9,81923.0,100.7,81923.0,Multifamily Housing,QN,22515,81923,803,81120,0,0,6.0,101,101,1959,1033622.0,214643.0,11355.0,140-65 BEECH AVENUE,-73.821793281,40.7556840749
4012540012,527.5,195615.0,115.8,186300.0,112.5,186300.0,110.3,186300.0,Multifamily Housing,QN,62000,186300,0,186300,0,0,6.0,270,270,1951,1015916.0,214239.0,11372.0,33-15 81 STREET,-73.8857043545,40.7546563385
4012540012,115.9,195615.0,115.8,186300.0,112.5,186300.0,110.3,186300.0,Multifamily Housing,QN,62000,186300,0,186300,0,0,6.0,270,270,1951,1015916.0,214239.0,11372.0,33-15 81 STREET,-73.8857043545,40.7546563385
4012560035,91.7,59756.0,97.9,59756.0,97.3,59756.0,81.0,59756.0,Multifamily Housing,QN,14356,59756,0,59756,0,0,6.0,75,75,1963,1012994.0,212833.0,11377.0,69-05 35 AVENUE,-73.8962570567,40.7508072093
4012600035,84.8,58278.0,94.2,52122.0,87.3,52122.0,64.4,52122.0,Multifamily Housing,QN,11500,52122,0,52122,0,0,6.0,55,55,1934,1014049.0,212988.0,11372.0,34-56 74 STREET,-73.892448664,40.7512291524
4012610001,75.7,141824.0,126.0,135070.0,95.9,135070.0,73.6,135070.0,Multifamily Housing,QN,41200,135070,0,135070,0,0,6.0,161,161,1952,1014185.0,213482.0,11372.0,74-02 34 AVENUE,-73.8919556106,40.752584597
4012610001,75.7,141824.0,103.2,135070.0,95.9,135070.0,73.6,135070.0,Multifamily Housing,QN,41200,135070,0,135070,0,0,6.0,161,161,1952,1014185.0,213482.0,11372.0,74-02 34 AVENUE,-73.8919556106,40.752584597
4012610001,21.5,141824.0,126.0,135070.0,95.9,135070.0,73.6,135070.0,Multifamily Housing,QN,41200,135070,0,135070,0,0,6.0,161,161,1952,1014185.0,213482.0,11372.0,74-02 34 AVENUE,-73.8919556106,40.752584597
4012610001,21.5,141824.0,103.2,135070.0,95.9,135070.0,73.6,135070.0,Multifamily Housing,QN,41200,135070,0,135070,0,0,6.0,161,161,1952,1014185.0,213482.0,11372.0,74-02 34 AVENUE,-73.8919556106,40.752584597
1004930041,38.5,187875.0,66.5,184900.0,69.6,184900.0,68.0,184900.0,Multifamily Housing,MN,36370,184900,9540,175360,0,9540,7.0,152,156,1982,985648.0,202240.0,10012.0,13 SPRING STREET,-73.9949565325,40.7217786491
4012620034,82.0,69670.0,90.1,75648.0,84.4,75648.0,74.7,75648.0,Multifamily Housing,QN,23000,75648,0,75648,0,0,6.0,66,66,1930,1014513.0,213054.0,11372.0,75-05 35 AVENUE,-73.8907736877,40.7514087297
3051000051,83.1,58945.0,85.7,57228.0,93.9,57228.0,96.8,57228.0,Multifamily Housing,BK,12695,57228,0,57228,0,0,6.0,54,54,1929,994910.0,175476.0,11226.0,49 EAST 19 STREET,-73.9615850041,40.6483112844
4012630015,4.3,104000.0,4.3,104000.0,32.1,104000.0,35878.7,104000.0,Multifamily Housing,QN,32000,104000,0,104000,0,0,6.0,120,120,1951,1014788.0,213338.0,11372.0,34-34 77 STREET,-73.889779859,40.7521872918
4012630044,65.6,145366.0,72.8,124600.0,68.1,124600.0,68.9,124600.0,Multifamily Housing,QN,32000,124600,0,124600,0,0,6.0,122,122,1949,1014688.0,213325.0,11372.0,34-35 35 AVENUE,-73.8901408453,40.7521519549
3064980068,74.5,67142.0,78.4,67142.0,79.6,67142.0,61.3,67142.0,Multifamily Housing,BK,14500,67142,0,67142,0,0,6.0,63,63,1958,993409.0,169000.0,11230.0,759 EAST 10 STREET,-73.9670028854,40.6305377304
4012640014,147.9,56990.0,97.4,114000.0,22.3,114000.0,81.5,114000.0,Multifamily Housing,QN,37000,114000,0,114000,0,0,6.0,162,162,1951,1015048.0,213401.0,11372.0,34-20 78 STREET,-73.8888411591,40.7523593089
4012640035,68.5,118398.0,77.8,112760.0,70.5,112760.0,57.1,112760.0,Multifamily Housing,QN,28000,112760,0,112760,0,0,6.0,97,97,1941,1015027.0,213138.0,11372.0,77-11 35 AVENUE,-73.8889181578,40.7516375142
2028450020,94.9,66261.0,100.5,66260.0,96.0,66260.0,91.7,66260.0,Multifamily Housing,BX,15000,66260,0,66260,0,0,6.0,60,60,1928,1007985.0,246422.0,10452.0,1550 TOWNSEND AVENUE,-73.914216825,40.8430146973
4012650011,72.0,75833.0,75.0,65000.0,76.1,65000.0,71.4,65000.0,Multifamily Housing,QN,21500,65000,0,65000,0,0,6.0,60,60,1939,1015284.0,213530.0,11372.0,34-20 79 STREET,-73.8879887728,40.7527125558
4012650030,64.7,75833.0,71.3,65000.0,73.2,65000.0,76.4,65000.0,Multifamily Housing,QN,21500,65000,0,65000,0,0,6.0,60,60,1939,1015315.0,213317.0,11372.0,34-40 79 STREET,-73.8878778685,40.7521278164
4012650033,66.8,75833.0,68.9,65000.0,70.8,65000.0,75.0,65000.0,Multifamily Housing,QN,20000,65000,0,65000,0,0,6.0,60,60,1939,1015287.0,213153.0,11372.0,78-11 35 AVENUE,-73.887979685,40.7516777766
4012650052,56.2,75833.0,64.3,65000.0,64.3,65000.0,69.6,65000.0,Multifamily Housing,QN,21500,65000,0,65000,0,0,6.0,60,60,1939,1015215.0,213303.0,11372.0,34-41 78 STREET,-73.88823886,40.7520897407
4012650058,62.4,75833.0,64.7,65000.0,67.1,65000.0,68.7,65000.0,Multifamily Housing,QN,21500,65000,0,65000,0,0,6.0,60,60,1939,1015185.0,213517.0,11372.0,34-21 78 STREET,-73.8883461536,40.7526772211
1018800001,91.0,87382.0,93.5,121922.0,105.5,121922.0,94.1,121922.0,Multifamily Housing,MN,12614,121922,7500,114422,0,7500,12.0,102,106,1910,993374.0,231815.0,10025.0,2800 BROADWAY,-73.967043839,40.8029498086
2025320015,106.5,55000.0,75.7,55000.0,57.0,55000.0,66.9,55000.0,Multifamily Housing,BX,17500,55000,0,55000,0,0,5.0,52,52,1926,1004579.0,245769.0,10452.0,1344 UNIVERSITY AVENUE,-73.9265287832,40.8412309017
4012677501,147.6,68000.0,35.5,120000.0,149.8,120000.0,153.5,120000.0,Multifamily Housing,QN,25000,94548,0,94548,0,0,6.0,96,96,1942,1015800.0,213238.0,11372.0,80-09 35 AVENUE,-73.8861277426,40.7519092644
4012680013,72.9,113470.0,15.6,97260.0,15.5,97260.0,87.6,97260.0,Multifamily Housing,QN,23500,97260,0,97260,0,0,6.0,83,83,1937,1016062.0,213609.0,11372.0,34-24 82 STREET,-73.8851803616,40.7529266258
4012680051,52.8,109592.0,66.6,93936.0,70.8,93936.0,75.4,93936.0,Multifamily Housing,QN,26000,93936,0,93936,0,0,6.0,84,84,1937,1015971.0,213527.0,11372.0,34-31 81 STREET,-73.885509196,40.7527018837
4012687501,91.0,63616.0,90.1,66083.0,81.1,66083.0,80.7,66083.0,Multifamily Housing,QN,16000,54528,0,54528,0,0,6.0,52,52,1937,1016089.0,213413.0,11372.0,34-44 82 STREET,-73.8850838381,40.7523885588
4012707501,75.6,203947.0,89.6,214300.0,99.3,214300.0,92.1,214300.0,Multifamily Housing,QN,68280,170708,0,170708,0,0,6.0,214,214,1964,1013144.0,212548.0,11377.0,35-20 LEVERICH STREET,-73.8957169013,40.7500244679
2057760605,74.5,74200.0,53.5,63600.0,69.4,63600.0,61.6,63600.0,Multifamily Housing,BX,12500,63600,0,63600,0,0,6.0,61,61,1925,1011860.0,263202.0,10471.0,4568 MANHATTAN COLLEGE PY,-73.9001426543,40.8890594054
4012720040,69.9,67690.0,93.1,58020.0,89.7,58020.0,91.4,58020.0,Multifamily Housing,QN,12800,58020,0,58020,0,0,6.0,54,54,1937,1013811.0,212189.0,11372.0,72-15 37 AVENUE,-73.8933111713,40.7490368995
4012730021,29.3,119605.0,29.3,108732.0,108.6,108732.0,111.3,108732.0,Multifamily Housing,QN,28000,108732,0,108732,0,0,6.0,96,96,1936,1014127.0,212426.0,11372.0,35-46 74 STREET,-73.8921696415,40.7496863423
4012740001,87.8,161700.0,97.3,147000.0,118.6,147000.0,130.8,147000.0,Multifamily Housing,QN,55000,147000,0,147000,0,0,6.0,210,210,1954,1014292.0,212752.0,11372.0,74-10 35 AVENUE,-73.8915726772,40.7505805703
4012740020,56.1,201089.0,80.0,172362.0,77.5,172362.0,78.8,172362.0,Multifamily Housing,QN,60000,172362,0,172362,0,0,6.0,210,210,1951,1014332.0,212466.0,11372.0,35-38 75 STREET,-73.8914295891,40.7497954371
3051230001,71.1,78253.0,76.9,67074.0,86.7,67074.0,80.7,67074.0,Multifamily Housing,BK,15000,67074,0,67074,0,0,6.0,59,59,1927,994986.0,174940.0,11226.0,1904 ALBEMARLE ROAD,-73.9613119792,40.6468399887
2039270011,34.2,70125.0,34.5,63750.0,101.8,63750.0,103.1,63750.0,Multifamily Housing,BX,12500,63750,0,63750,0,0,6.0,60,60,1927,1021738.0,245499.0,10462.0,1585 WHITE PLAINS ROAD,-73.8645158767,40.8404336587
1014500023,81.7,421000.0,95.4,388735.0,94.0,388735.0,98.6,388735.0,Multifamily Housing,MN,35975,388735,37300,351435,0,37300,19.0,369,374,1966,996773.0,219931.0,10021.0,1445 1 AVENUE,-73.9547887062,40.7703272464
4012760001,56.2,90636.0,74.4,77688.0,65.3,77688.0,76.1,77688.0,Multifamily Housing,QN,18000,77688,0,77688,0,0,6.0,82,82,1940,1014793.0,212915.0,11372.0,76-12 35 AVENUE,-73.889763734,40.7510262474
4012760001,65.4,90636.0,74.4,77688.0,65.3,77688.0,76.1,77688.0,Multifamily Housing,QN,18000,77688,0,77688,0,0,6.0,82,82,1940,1014793.0,212915.0,11372.0,76-12 35 AVENUE,-73.889763734,40.7510262474
4008940101,77.4,67743.0,78.8,62283.0,93.0,62283.0,108.0,62283.0,Multifamily Housing,QN,57600,62283,0,62283,0,0,3.0,84,84,1947,1007569.0,225243.0,11105.0,20-25 SHORE BOULEVARD,-73.9157939156,40.7848853934
4051450024,79.3,146432.0,90.6,119818.0,100.8,130818.0,86.7,130818.0,Multifamily Housing,QN,34675,130818,11862,118956,0,0,6.0,138,138,1963,1033114.0,213155.0,11355.0,44-15 COLDEN STREET,-73.8236376998,40.7516027228
4012790035,69.4,102803.0,79.4,102803.0,96.5,102803.0,98.2,102803.0,Multifamily Housing,QN,23000,102803,11435,91368,0,11435,6.0,76,88,1929,1015646.0,212450.0,11372.0,79-01 37 AVENUE,-73.8866872476,40.7497469534
4012790046,85.4,88938.0,88.5,81000.0,97.6,81000.0,76.6,81000.0,Multifamily Housing,QN,24500,81000,0,81000,0,0,6.0,78,78,1939,1015572.0,212625.0,11372.0,35-45 79 STREET,-73.886953509,40.7502275463
4012800012,67.2,106166.0,75.3,91000.0,86.9,91000.0,58.9,91000.0,Multifamily Housing,QN,26500,91000,0,91000,0,0,6.0,96,96,1939,1015903.0,212863.0,11372.0,35-30 81 STREET,-73.8857577541,40.750879617
4012800038,99.7,102436.0,104.0,98492.0,128.2,98492.0,88.9,98492.0,Multifamily Housing,QN,23000,98492,10000,88492,0,10000,6.0,87,99,1928,1015904.0,212489.0,11372.0,80-01 37 AVENUE,-73.8857559054,40.7498530787
4012810025,57.7,79807.0,66.8,68406.0,64.9,68406.0,63.0,68406.0,Multifamily Housing,QN,16000,68406,0,68406,0,0,6.0,64,64,1936,1016182.0,212731.0,11372.0,35-40 82 STREET,-73.8847514132,40.7505163075
1015217501,114.3,49714.0,128.1,51399.0,106.3,51399.0,106.2,51399.0,Multifamily Housing,MN,5539,48066,8339,39727,0,6650,15.0,30,33,1989,997354.0,224851.0,10128.0,134 EAST 93 STREET,-73.9526815502,40.7838305068
4012830001,98.6,80622.0,106.7,73293.0,110.3,73293.0,103.0,73293.0,Multifamily Housing,QN,18000,73293,1292,72000,1292,0,6.0,101,105,1953,1013750.0,212010.0,11372.0,72-10 37 AVENUE,-73.8935321119,40.7485457937
1010537503,141.1,53951.0,157.0,66016.0,175.9,66016.0,130.3,66016.0,Multifamily Housing,MN,10075,57360,13646,43714,0,10237,9.0,58,36,2007,985813.0,216385.0,10036.0,464 WEST 44 STREET,-73.9943579867,40.7606031252
3052510038,54.2,69175.0,71.6,62320.0,21.4,62320.0,71.5,62320.0,Multifamily Housing,BK,11000,62320,4000,58320,0,0,6.0,54,54,1931,998346.0,170868.0,11210.0,616 EAST 29 STREET,-73.9492124648,40.6356585132
4012830048,73.5,61830.0,80.1,61830.0,79.4,61830.0,56.2,61830.0,Multifamily Housing,QN,15000,61830,0,61830,0,0,6.0,60,60,1927,1013750.0,211906.0,11372.0,37-15 72 STREET,-73.8935325681,40.7482603401
4012840015,87.5,168601.0,94.3,160573.0,95.7,160573.0,91.4,160573.0,Multifamily Housing,QN,24000,160573,0,160572,0,0,9.0,159,159,1962,1014101.0,211772.0,11372.0,37-31 73 STREET,-73.8922663821,40.7478913661
1012170057,68.2,97400.0,79.3,72000.0,78.7,72000.0,67.1,72000.0,Multifamily Housing,MN,10877,72000,0,72000,0,0,9.5,201,201,1914,991441.0,226328.0,10024.0,166 WEST 87 STREET,-73.9740317678,40.7878912663
4012900001,159.1,99000.0,185.5,99000.0,204.3,99000.0,158.0,99000.0,Multifamily Housing,QN,24000,99000,8000,91000,0,8000,6.0,35,46,1921,1015674.0,212268.0,11372.0,37-06 80 STREET,-73.8865870421,40.7492473102
4012920056,105.2,57920.0,107.8,57920.0,126.1,57920.0,100.0,57920.0,Multifamily Housing,QN,14000,57920,0,57920,0,0,6.0,59,59,1926,1016187.0,211983.0,11372.0,37-41 81 STREET,-73.8847369196,40.7484632198
4012940036,80.6,60000.0,71.2,60000.0,165.3,60000.0,140.1,60000.0,Multifamily Housing,QN,10000,60000,14242,45758,0,14242,6.0,53,61,1932,1011043.0,210741.0,11377.0,61-07 WOODSIDE AVENUE,-73.9033069411,40.7450713257
1000087501,59.0,169055.0,118.9,169061.0,67.6,169061.0,137.2,169061.0,Multifamily Housing,MN,9053,169061,42641,126420,0,42641,19.0,97,98,1985,980734.0,195375.0,10004.0,39 WHITEHALL STREET,-74.0126808436,40.7029352706
4013140003,2.1,145000.0,2.0,90770.0,53.1,90770.0,84.4,90770.0,Multifamily Housing,QN,28000,90770,120,90650,120,0,6.0,112,113,1955,1008303.0,210614.0,11377.0,41-41 51 STREET,-73.9131957542,40.7447306197
4013330086,60.5,66825.0,62.0,54000.0,66.2,54000.0,64.1,54000.0,Multifamily Housing,QN,12500,54000,0,54000,0,0,6.0,64,64,1955,1010666.0,209765.0,11377.0,43-14 60 STREET,-73.9046713257,40.7423935854
4013330086,60.5,66825.0,62.0,54000.0,66.2,54000.0,64.1,54000.0,Multifamily Housing,QN,12500,54000,0,54000,0,0,6.0,64,64,1955,1010666.0,209765.0,11377.0,43-14 60 STREET,-73.9046713257,40.7423935854
